Identifier,State,Year,RefundOrTaxCreditOrTaxDeduction,RefundOrTaxCreditOrTaxDeduction_Citation,RefundOrTaxCreditFormula,RefundOrTaxCreditMax,EligibleContributionRecipients,EligibleToClaim_NoTaxOwed,EligibleToClaim_Deduction,EligibleToClaim_Other,EligibleToClaim_Other_Explained,Agency_Disclosure,Agency_Disclosure_Citation,Agency_Enforcement,Agency_Enforcement_Citation,Agency_PublicFinancing,Agency_PublicFinancing_Citation,Agency_RefundCreditDeduction,Agency_RefundCreditDeduction_Citation,Agency_Lobbying,Agency_Lobbying_Citation,Agency_DoingBusiness,Agency_DoingBusiness_Citation,Agency_FinancialDisclosureEthics,Agency_FinancialDisclosureEthics_Citation,Agency_Other,Agency_Other_Citation,OtherProvisions,OtherProvisions_Explained
"HI2008","HI",2008,"Tax Deduction","Historic Code: 1995 Haw. Laws Ch.10 § 3; 1991 Haw. Laws. Ch. 112  § 1 ; Current Code: Haw. Rev. Stat. § 235-7; 235-102.5;","full credit","1,000 in aggregate; not more than $250 per candidate.","Only on contributions to candidates that agree to expenditure limitation;","Yes","Yes","No","N/A","Campaign Spending Commission","Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-193","Campaign Spending Committee","Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-193","Campaign Spending Commission","Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-193","Department of Taxation","Historic Code: 1995 Haw. Laws Ch.66 § 2; Current Code: Haw. Rev. Stat. §  231-3","NA",,"NA",,"Campaign Spending Commission","Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-193","NA",,"Yes","A candidate or candidate’s committee may receive and accept loans in an aggregate amount not to
exceed $10,000 during an election period, provided that if the $10,000 limit is reached, the candidate or
candidate’s committee shall be prohibited from receiving or accepting any other loans until the $10,000
is repaid in full by the candidate or candidate’s committee."
"HI2010","HI",2010,"Tax Deduction","Historic Code: 1995 Haw. Laws Ch.10 § 3; 1991 Haw. Laws. Ch. 112  § 1 ; Current Code: Haw. Rev. Stat. § 235-7; 235-102.5;","full credit","1,000 in aggregate; not more than $250 per candidate.","Only on contributions to candidates that agree to expenditure limitation;","Yes","Yes","No","N/A","Campaign Spending Commission","Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-311-317","Campaign Spending Committee","Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11--311-317","Campaign Spending Commission","Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-311-317; HRS §11-1.5","Department of Taxation","Historic Code: 1995 Haw. Laws Ch.66 § 2; Current Code: Haw. Rev. Stat. §  231-3","NA",,"NA",,"Campaign Spending Commission","Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-311-317","NA",,"Yes","A candidate or candidate’s committee may receive and accept loans in an aggregate amount not to
exceed $10,000 during an election period, provided that if the $10,000 limit is reached, the candidate or
candidate’s committee shall be prohibited from receiving or accepting any other loans until the $10,000
is repaid in full by the candidate or candidate’s committee."
"HI2012","HI",2012,"None",,,,,,,,,"Campaign Spending Commission","Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-311-317","Campaign Spending Committee","Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11--311-317","Campaign Spending Commission","Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-311-317; HRS §11-1.5","N/A","N/A","NA",,"NA",,"Campaign Spending Commission","Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-311-317","NA",,"Yes","A candidate or candidate’s committee may receive and accept loans in an aggregate amount not to
exceed $10,000 during an election period, provided that if the $10,000 limit is reached, the candidate or
candidate’s committee shall be prohibited from receiving or accepting any other loans until the $10,000
is repaid in full by the candidate or candidate’s committee."
"HI2014","HI",2014,"None",,,,,,,,,"Campaign Spending Commission","Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-311-317","Campaign Spending Committee","Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11--311-317","Campaign Spending Commission; Office of Elections","Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-311-317; HRS §11-1.5","N/A","N/A","NA",,"NA",,"Campaign Spending Commission","Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-311-317","NA",,"Yes","A candidate or candidate’s committee may receive and accept loans in an aggregate amount not to
exceed $10,000 during an election period, provided that if the $10,000 limit is reached, the candidate or
candidate’s committee shall be prohibited from receiving or accepting any other loans until the $10,000
is repaid in full by the candidate or candidate’s committee."
"HI2016","HI",2016,"None",,,,,,,,,"Campaign Spending Commission","Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-311-317","Campaign Spending Commission","Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11--311-317","Campaign Spending Commission; Office of Elections","Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-311-317; HRS §11-1.5","N/A","N/A","NA",,"NA",,"Campaign Spending Commission","Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-311-317","NA",,"Yes","A candidate or candidate’s committee may receive and accept loans in an aggregate amount not to
exceed $10,000 during an election period, provided that if the $10,000 limit is reached, the candidate or
candidate’s committee shall be prohibited from receiving or accepting any other loans until the $10,000
is repaid in full by the candidate or candidate’s committee.

Act 209, SLH 2015 (H.B. 1491): Effective January 1, 2016, the bill requires additional reporting by noncandidate committees solely making independent expenditures (i.e., Super PACs) for contributions aggregating more than $10,000 on their disclosure reports and greater than $5,000 on their late contribution reports from contributing entities that are not individuals, for-profit business entities or labor unions. This law requires Super PACs to report: (1) the internet address where a contributing entity's disclosure report can be publicly accessed; (2) the name, address, occupation, and employer of each funding source of $100 or more to the contributing entity; or (3) an acknowledgment that the contributing entity is not subject to any state or federal disclosure reporting requirements regarding the source of the contributing entity's funds."
"HI2018","HI",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IA1996","IA",1996,"None",,,,,,,,,"Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32D(1)","Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32D(3)","Iowa Ethics and Campaign Disclosure Board; State Treasurer; Comptroller; Department of Revenue","Iowa Code § 68B.32D(3)","N/A","N/A",,,,,"Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32A(3)",,,"Yes","Regardless of the amount donated, a legislative lobbyist must file a report with the general assemly disclosing contributions made to candidates for state office by the lobbyist during the months during the rporting period when the legislature is not in session.  Lobbyists must report not later than 25 days after any month in which the legislature is in session and on or before 7/31, 10/31, and 1/31."
"IA1998","IA",1998,"None",,,,,,,,,"Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32D(1)","Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32D(3)","Iowa Ethics and Campaign Disclosure Board; State Treasurer; Comptroller; Department of Revenue","Iowa Code § 68B.32D(3)","N/A","N/A",,,,,"Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32A(3)",,,"Yes","Regardless of the amount donated, a legislative lobbyist must file a report with the general assemly disclosing contributions made to candidates for state office by the lobbyist during the months during the reporting period when the legislature is not in session.  Lobbyists must report not later than 25 days after any month in which the legislature is in session and on or before 7/31, 10/31, and 1/31; On October 23, 1998 an injuction in Iowa Right to Life Committee vs. Williams eliminated authority of the Board to require reporting of political activities and regulate their activities. Struck down “Political Committee” definition, wiped out PACs and ballot issue committees. Struck down ban on corporate contributions. 	Struck down expansive definition of “express advoccy” - since the injunction occurred so late in the election cycle, the affected statutes were in effect throughout the vast majority of the election cycle."
"IA2000","IA",2000,"None",,,,,,,,,"Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32D(1)","Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32D(3)","Iowa Ethics and Campaign Disclosure Board; State Treasurer; Comptroller; Department of Revenue","Iowa Code § 68B.32D(3)","N/A","N/A",,,,,"Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32A(3)",,,"Yes","Regardless of the amount donated, a legislative lobbyist must file a report with the general assemly disclosing contributions made to candidates for state office by the lobbyist during the months during the reporting period when the legislature is not in session.  Lobbyists must report not later than 25 days after any month in which the legislature is in session and on or before 7/31, 10/31, and 1/31"
"IA2002","IA",2002,"None",,,,,,,,,"Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32D(1)","Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32D(3)","Iowa Ethics and Campaign Disclosure Board; State Treasurer; Comptroller; Department of Revenue","Iowa Code § 68B.32D(3)","N/A","N/A",,,,,"Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32A(3)",,,"Yes","Regardless of the amount donated, a legislative lobbyist must file a report with the general assemly disclosing contributions made to candidates for state office by the lobbyist during the months during the rporting period when the legislature is not in session.  Lobbyists must report not later than 25 days after any month in which the legislature is in session and on or before 7/31, 10/31, and 1/31."
"IA2004","IA",2004,"None",,,,,,,,,"Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32D(1)","Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32D(3)","Iowa Ethics and Campaign Disclosure Board; State Treasurer; Comptroller; Department of Revenue","Iowa Code § 68B.32D(3)","N/A","N/A",,,,,"Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32A(3)",,,"Yes","Regardless of the amount donated, a legislative lobbyist must file a report with the general assemly disclosing contributions made to candidates for state office by the lobbyist during the months during the rporting period when the legislature is not in session.  Lobbyists must report not later than 25 days after any month in which the legislature is in session and on or before 7/31, 10/31, and 1/31."
"IA2006","IA",2006,"None",,,,,,,,,"Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32D(1)","Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32D(3)","Iowa Ethics and Campaign Disclosure Board; State Treasurer; Comptroller; Department of Revenue","Iowa Code § 68B.32D(3)","N/A","N/A",,,,,"Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32A(3)",,,"Yes","Regardless of the amount donated, a legislative lobbyist must file a report with the general assemly disclosing contributions made to candidates for state office by the lobbyist during the months during the rporting period when the legislature is not in session.  Lobbyists must report not later than 25 days after any month in which the legislature is in session and on or before 7/31, 10/31, and 1/31."
"IA2008","IA",2008,"None",,,,,,,,,"Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32D(1)","Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32D(3)","Iowa Ethics and Campaign Disclosure Board; State Treasurer; Comptroller; Department of Revenue","Iowa Code § 68B.32D(3)","N/A","N/A",,,,,"Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32A(3)",,,"Yes","Regardless of the amount donated, a legislative lobbyist must file a report with the general assemly disclosing contributions made to candidates for state office by the lobbyist during the months during the rporting period when the legislature is not in session.  Lobbyists must report not later than 25 days after any month in which the legislature is in session and on or before 7/31, 10/31, and 1/31."
"IA2010","IA",2010,"None",,,,,,,,,"Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32D(1)","Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32D(3)","Iowa Ethics and Campaign Disclosure Board; State Treasurer; Comptroller; Department of Revenue","Iowa Code § 68B.32D(3)","N/A","N/A",,,,,"Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32A(3)",,,"Yes","Regardless of the amount donated, a legislative lobbyist must file a report with the general assemly disclosing contributions made to candidates for state office by the lobbyist during the months during the rporting period when the legislature is not in session.  Lobbyists must report not later than 25 days after any month in which the legislature is in session and on or before 7/31, 10/31, and 1/31."
"IA2012","IA",2012,"None",,,,,,,,,"Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32D(1)","Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32D(3)","Iowa Ethics and Campaign Disclosure Board; State Treasurer; Comptroller; Department of Revenue","Iowa Code § 68B.32D(3)","N/A","N/A",,,,,"Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32A(3)",,,"Yes","Regardless of the amount donated, a legislative lobbyist must file a report with the general assemly disclosing contributions made to candidates for state office by the lobbyist during the months during the rporting period when the legislature is not in session.  Lobbyists must report not later than 25 days after any month in which the legislature is in session and on or before 7/31, 10/31, and 1/31."
"IA2014","IA",2014,"None",,,,,,,,,"Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32D(1)","Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32D(3)","Iowa Ethics and Campaign Disclosure Board; State Treasurer; Comptroller; Department of Revenue","Iowa Code § 68B.32D(3)","N/A","N/A",,,,,"Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32A(3)",,,"Yes","Regardless of the amount donated, a legislative lobbyist must file a report with the general assemly disclosing contributions made to candidates for state office by the lobbyist during the months during the rporting period when the legislature is not in session.  Lobbyists must report not later than 25 days after any month in which the legislature is in session and on or before 7/31, 10/31, and 1/31."
"IA2016","IA",2016,"None",,,,,,,,,"Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32D(1)","Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32D(3)","Iowa Ethics and Campaign Disclosure Board; State Treasurer; Comptroller; Department of Revenue","Iowa Code § 68B.32D(3)","N/A","N/A",,,,,"Iowa Ethics and Campaign Disclosure Board","Iowa Code § 68B.32A(3)",,,"Yes","Regardless of the amount donated, a legislative lobbyist must file a report with the general assemly disclosing contributions made to candidates for state office by the lobbyist during the months during the rporting period when the legislature is not in session.  Lobbyists must report not later than 25 days after any month in which the legislature is in session and on or before 7/31, 10/31, and 1/31."
"IA2018","IA",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ID1996","ID",1996,"None",,,,,,,,,"Secretary of State; State Board of Examiners; Appropriate County/City official","Secretary of State: Idaho Code Ann. § 67-6607
State Board of Examiners: Idaho Code Ann. § 34-2505
City Clerk: Idaho Code Ann. § 50-477
County Clerk: Idaho Code Ann. § 31-2012","Attorney General or appropriate prosecuting attorney","Idaho Code Ann. § 67-6625(c)","State Board of Examiners"," Idaho Code Ann. § 34-2505","N/A","N/A","N/A",,"N/A",,"N/A",,"None",,,
"ID1998","ID",1998,"None",,,,,,,,,"Secretary of State; State Board of Examiners; Appropriate County/City official","Secretary of State: Idaho Code Ann. § 67-6607
State Board of Examiners: Idaho Code Ann. § 34-2505
City Clerk: Idaho Code Ann. § 50-477
County Clerk: Idaho Code Ann. § 31-2012","Attorney General or appropriate prosecuting attorney","Idaho Code Ann. § 67-6625(c)","State Board of Examiners"," Idaho Code Ann. § 34-2505","N/A","N/A","N/A",,"N/A",,"N/A",,"None",,,
"ID2000","ID",2000,"None",,,,,,,,,"Secretary of State; State Board of Examiners; Appropriate County/City official","Secretary of State: Idaho Code Ann. § 67-6607
State Board of Examiners: Idaho Code Ann. § 34-2505
City Clerk: Idaho Code Ann. § 50-477
County Clerk: Idaho Code Ann. § 31-2012","Attorney General or appropriate prosecuting attorney","Idaho Code Ann. § 67-6625(c)","State Board of Examiners"," Idaho Code Ann. § 34-2505","N/A","N/A","N/A",,"N/A",,"N/A",,"None",,,
"ID2002","ID",2002,"None",,,,,,,,,"Secretary of State; State Board of Examiners; Appropriate County/City official","Secretary of State: Idaho Code Ann. § 67-6607
State Board of Examiners: Idaho Code Ann. § 34-2505
City Clerk: Idaho Code Ann. § 50-477
County Clerk: Idaho Code Ann. § 31-2012","Attorney General or appropriate prosecuting attorney","Idaho Code Ann. § 67-6625(c)","State Board of Examiners"," Idaho Code Ann. § 34-2505","N/A","N/A","N/A",,"N/A",,"N/A",,"None",,,
"ID2004","ID",2004,"None",,,,,,,,,"Secretary of State; State Board of Examiners; Appropriate County/City official","Secretary of State: Idaho Code Ann. § 67-6607
State Board of Examiners: Idaho Code Ann. § 34-2505
City Clerk: Idaho Code Ann. § 50-477
County Clerk: Idaho Code Ann. § 31-2012","Attorney General or appropriate prosecuting attorney","Idaho Code Ann. § 67-6625(c)","State Board of Examiners"," Idaho Code Ann. § 34-2505","N/A","N/A","N/A",,"N/A",,"N/A",,"None",,,
"ID2006","ID",2006,"None",,,,,,,,,"Secretary of State; State Board of Examiners; Appropriate County/City official","Secretary of State: Idaho Code Ann. § 67-6607
State Board of Examiners: Idaho Code Ann. § 34-2505
City Clerk: Idaho Code Ann. § 50-477
County Clerk: Idaho Code Ann. § 31-2012","Attorney General or appropriate prosecuting attorney","Idaho Code Ann. § 67-6625(c)","State Board of Examiners"," Idaho Code Ann. § 34-2505","N/A","N/A","N/A",,"N/A",,"N/A",,"None",,,
